sku,18k,14k,9k
C000908,24350,21150,17400
C000909,24350,21150,17400
C000910,38100,33100,27250
C000911,28500,24900,20750
C000912,28500,24900,20750
C000913,47500,41300,34000
C000914,17650,15550,13100
C000915,17650,15550,13100
C000916,28450,24800,20500
C000917,22950,21100,18950
C000918,22950,21100,18950
C000919,32350,29150,25400
C000920,30900,28550,25750
C000921,30900,28550,25750
C000922,41250,37500,33100
C000923,30850,28050,24800
C000924,30850,28050,24800
C000925,42900,38500,33400
C000926,34550,31350,27550
C000927,34550,31350,27550
C000928,48300,43250,37400
C000929,35300,32850,30000
C000930,35300,32850,30000
C000931,45650,41800,37350
C000932,69150,65900,62100
C000933,69150,65900,62100
C000934,82900,77850,71950
C000935,42200,38600,34300
C000936,42200,38600,34300
C000937,57700,52000,45400
C000938,45600,43100,40250
C000939,45600,43100,40250
C000940,55900,52050,47600
C000941,51400,48600,45250
C000942,51400,48600,45250
C000943,63450,59000,53900
C000944,41600,38350,34550
C000945,41600,38350,34550
C000946,55400,50350,44400
C000947,55650,52050,47750
C000948,55650,52050,47750
C000949,71150,65450,58850
C000950,43800,40100,35900
C000951,43800,40100,35900
C000952,59250,53600,46950
C000953,44350,41100,37350
C000954,44350,41100,37350
C000955,58050,53100,47150
C000956,37450,33850,29550
C000957,37450,33850,29550
C000958,52900,47250,40650
C000959,34750,29050,22300
C000960,34750,29050,22300
C000961,65150,55200,43500
C000962,61250,57400,52850
C000963,61250,57400,52850
C000964,77800,71750,64650
C000965,47750,44150,39850
C000966,47750,44150,39850
C000967,63250,57600,50900
C000968,51250,48000,44150
C000969,51250,48000,44150
C000970,65000,60000,54000
C000971,80450,76750,72350
C000972,80450,76750,72350
C000973,95950,90250,83450
C000974,79450,75750,71400
C000975,79450,75750,71400
C000976,98550,92200,84750
C000977,44600,41600,38150
C000978,44600,41600,38150
C000979,55250,51000,45950
C000980,31150,28000,24350
C000981,31150,28000,24350
C000982,43550,38850,33250
C000983,58600,54800,50350
C000984,58600,54800,50350
C000985,74100,68350,61500
C000986,50750,47200,43050
C000987,50750,47200,43050
C000988,65250,59800,53450
C000989,29450,25700,21300
C000990,29450,25700,21300
C000991,48750,42350,34800
C000992,33400,30250,26450
C000993,33400,30250,26450
C000994,47200,42200,36300
C000995,28550,25250,21350
C000996,28550,25250,21350
C000997,42450,37400,31350
C000998,57000,53250,48850
C000999,57000,53250,48850
C001000,75950,69600,62150
C001001,31350,27200,22400
C001002,31350,27200,22400
C001003,51800,44900,36750
C001004,25450,22050,18050
C001005,25450,22050,18050
C001006,39500,34250,28150
C001007,45950,42300,38000
C001008,45950,42300,38000
C001009,60650,55100,48600
C001010,32600,28900,24500
C001011,32600,28900,24500
C001012,48850,43000,36100
C001013,40000,35900,31000
C001014,40000,35900,31000
C001015,60800,53800,45550
C001016,19800,17800,15450
C001017,19800,17800,15450
C001018,30000,26550,22450
C001019,41100,36850,31850
C001020,41100,36850,31850
C001021,62200,55050,46700
C001022,24950,22400,19450
C001023,24950,22400,19450
C001024,35250,31400,26900
C001025,43450,40600,37200
C001026,43450,40600,37200
C001027,55500,51100,45850
C001028,49300,43950,37650
C001029,49300,43950,37650
C001030,77450,68200,57300
C001031,51750,47550,42650
C001032,51750,47550,42650
C001033,73450,66300,57850
C001034,41950,39050,35750
C001035,41950,39050,35750
C001036,54000,49550,44350
C001037,44100,41400,38200
C001038,44100,41400,38200
C001039,55450,51250,46400
C001040,68900,63200,56550
C001041,68900,63200,56550
C001042,98600,88800,77250
C001043,58550,53050,46600
C001044,58550,53050,46600
C001045,87500,77950,66750
C001046,13950,12350,10500
C001047,13950,12350,10500
C001048,22100,19350,16100
C001049,17000,15000,12700
C001050,17000,15000,12700
C001051,27200,23750,19700
C001052,83800,77950,71100
C001053,83800,77950,71100
C001054,114650,104500,92600
C001055,58800,55150,50800
C001056,58800,55150,50800
C001057,74300,68600,61900
C001058,49400,45900,41800
C001059,49400,45900,41800
C001060,64200,58750,52350
C001061,46100,42450,38150
C001062,46100,42450,38150
C001063,61550,55900,49200
C001064,45000,40650,35500
C001065,45000,40650,35500
C001066,67800,60300,51450
C001067,29950,27550,24700
C001068,29950,27550,24700
C001069,40250,36500,32050
C001070,46150,42450,38100
C001071,46150,42450,38100
C001072,62000,56200,49400
C001073,36200,32550,28300
C001074,36200,32550,28300
C001075,53850,47800,40700
C001076,10700,9150,7250
C001077,10700,9150,7250
C001078,11750,10250,8300
C001079,22800,20400,17600
C001080,22800,20400,17600
C001081,33150,29350,24950
C001082,38550,34700,30200
C001083,38550,34700,30200
C001084,55050,49050,42000
C001085,36550,33400,29550
C001086,36550,33400,29550
C001087,50350,45300,39400
C001088,36500,33300,29500
C001089,36500,33300,29500
C001090,50250,45250,39350
C001091,58750,55100,50750
C001092,58750,55100,50750
C001093,74250,68550,61850
C001094,46250,42500,38050
C001095,46250,42500,38050
C001096,66100,59600,51900
C001097,27200,24550,21450
C001098,27200,24550,21450
C001099,38550,34450,29550
C001100,27800,25100,21850
C001101,27800,25100,21850
C001102,39500,35250,30250
C001103,51750,47550,42650
C001104,51750,47550,42650
C001105,73450,66300,57850
C001106,211500,207350,202450
C001107,211500,207350,202450
C001108,232550,225500,217250
C001109,148500,145050,141000
C001110,148500,145050,141000
C001111,162550,157350,151150
C001112,26000,23400,20400
C001113,26000,23400,20400
C001114,37000,33000,28250
C001115,76950,73800,70100
C001116,76950,73800,70100
C001117,90200,85300,79600
C001118,52050,48250,43750
C001119,52050,48250,43750
C001120,68200,62350,55350
C001121,73650,68900,63300
C001122,73650,68900,63300
C001123,98500,90250,80600
C001124,96450,91950,86650
C001125,96450,91950,86650
C001126,119400,111700,102700
C001127,58900,56650,54050
C001128,58900,56650,54050
C001129,67650,64200,60200
C001130,38950,34950,30250
C001131,38950,34950,30250
C001132,59800,53000,44850
C001133,51000,47850,44150
C001134,51000,47850,44150
C001135,64200,59350,53600
C001136,77000,74900,72450
C001137,77000,74900,72450
C001138,86700,83250,79150
C001139,48500,45050,41050
C001140,48500,45050,41050
C001141,62600,57350,51150
C001142,60350,56250,51350
C001143,60350,56250,51350
C001144,81450,74400,66100
C001145,51250,47500,43000
C001146,51250,47500,43000
C001147,71100,64600,56850
C001148,39800,36800,33250
C001149,39800,36800,33250
C001150,52500,47850,42400
C001151,74000,69900,65100
C001152,74000,69900,65100
C001153,95000,88000,79800
C001154,132050,128750,124850
C001155,132050,128750,124850
C001156,145850,140700,134700
C001157,32550,29350,25600
C001158,32550,29350,25600
C001159,46300,41300,35400
C001160,36150,32850,29000
C001161,36150,32850,29000
C001162,50250,45100,39000
C001163,31850,28500,24650
C001164,31850,28500,24650
C001165,45650,40500,34500
C001166,46550,42850,38450
C001167,46550,42850,38450
C001168,65950,59550,52000
C001169,33850,31350,28400
C001170,33850,31350,28400
C001171,44550,40600,36000
C001172,21950,17950,13250
C001173,21950,17950,13250
C001174,42000,35200,27250
C001175,26250,21450,15750
C001176,26250,21450,15750
C001177,49450,41450,32050
C001178,20350,16650,12250
C001179,20350,16650,12250
C001180,38850,32600,25150
C001181,12600,10250,7500
C001182,12600,10250,7500
C001183,23000,19200,14750
C001184,10850,9550,7950
C001185,10850,9550,7950
C001186,17750,15450,12700
C001187,23000,20100,16600
C001188,20450,18050,15100
C001189,30800,26950,22500
C001190,13200,10700,7850
C001191,13200,10700,7850
C001192,23500,19700,15250
C001193,3650,3000,2150
C001194,3650,3000,2150
C001195,6600,5500,4200
C001196,10350,9200,7800
C001197,10350,9200,7800
C001198,16250,14250,11900
C001199,45950,42550,38550
