SKU,Design no,22k,18k,14k,9k,siij_price_22,sigh_price_22,vsgh_price_22,vvsgh_price_22,vvsef_price_22,siij_price_18,sigh_price_18,vsgh_price_18,vvsgh_price_18,vvsef_price_18,siij_price_14,sigh_price_14,vsgh_price_14,vvsgh_price_14,vvsef_price_14,siij_price_9,sigh_price_9,vsgh_price_9,vvsgh_price_9,vvsef_price_9
GR00216,cndr1107,24492,17378,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00217,cndr1113,26047,18481,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00218,cndr1113,26047,18481,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00219,cndr1083,25192,17874,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00220,cndr1083,25192,17874,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00221,cndr1089,28341,20109,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00222,cndr1089,28341,20109,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00223,cndr1090,28380,20136,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00224,cndr1090,28380,20136,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00225,cndr1094,28768,20412,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00226,cndr1094,28768,20412,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00227,cndr1095,19905,14123,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00228,cndr1095,19905,14123,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00229,cndr1099,25658,18205,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00230,cndr1099,25658,18205,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00231,cndr1110,26047,18481,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00232,cndr1110,26047,18481,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00233,cndr1111,17494,12413,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00234,cndr1111,17494,12413,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00235,cnpd583,19438,13792,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00236,cnpd583,19438,13792,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00237,cndr1115,10497,7448,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00238,cndr1115,10497,7448,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00239,cnpd601,10497,7448,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00240,cnpd601,10497,7448,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00241,cnpd596,30323,21516,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00242,cnpd596,30323,21516,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00243,cnpd603,7075,5020,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00244,cnpd603,7075,5020,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00245,cndr1118,21576,15309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00246,cndr1118,21576,15309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00247,cndr1121,21771,15447,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00248,cndr1121,21771,15447,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00249,cnpd700,27213,19309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00250,cnpd700,27213,19309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00251,cndr1226,22548,15999,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00252,cndr1226,22548,15999,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00253,cndr1227,15939,11309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00254,cndr1227,15939,11309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00255,cndr1273,10108,7172,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00256,cndr1273,10108,7172,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00257,cndr1274,7775,5517,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00258,cndr1274,7775,5517,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00259,cnpd818,48984,34756,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00260,cnpd818,48984,34756,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00261,cndr1275,15356,10896,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00262,cndr1275,15356,10896,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00263,cndr1276,10108,7172,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00264,cndr1276,10108,7172,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00265,cndr1277,15162,10758,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00266,cndr1277,15162,10758,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00267,cndr1278,7775,5517,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00268,cndr1278,7775,5517,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00269,cndr1279,10108,7172,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00270,cndr1279,10108,7172,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00271,cnpd820,15550,11034,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00272,cnpd820,15550,11034,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00273,cnpd819,21382,15171,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00274,cnpd819,21382,15171,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00275,cndr1310,12052,8551,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00276,cndr1310,12052,8551,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00277,cnpd822,55204,39169,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00278,cnpd822,55204,39169,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00279,tmch014,38099,27032,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00280,tmch014,38099,27032,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00281,tmch015,29740,21102,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00282,tmch015,29740,21102,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00283,tmch011,41014,29101,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00284,tmch011,41014,29101,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00285,tmch012,28380,20136,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00286,tmch012,28380,20136,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00287,tmch013,24220,17185,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00288,tmch013,24220,17185,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00289,cntm193,15356,10896,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00290,cntm193,15356,10896,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00291,cntm200,12440,8827,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00292,cntm200,12440,8827,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00293,cntm204,23326,16550,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00294,cntm204,23326,16550,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00295,cntm209,20021,14206,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00296,cntm209,20021,14206,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00297,cntm230,12246,8689,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00298,cntm230,12246,8689,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00299,cndr1322,12052,8551,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00300,cndr1322,12052,8551,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00301,cndr1323,13995,9930,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00302,cndr1323,13995,9930,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00303,cntm187,14384,10206,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00304,cntm187,14384,10206,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00305,cntm188,34988,24826,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00306,cntm188,34988,24826,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00307,cntm189,33433,23722,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00308,cntm189,33433,23722,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00309,cntm190,32656,23171,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00310,cntm190,32656,23171,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00311,cntm192,12052,8551,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00312,cntm192,12052,8551,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00313,cntm195,11663,8275,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00314,cntm195,11663,8275,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00315,cntm202,28768,20412,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00316,cntm202,28768,20412,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00317,cntm203,33045,23446,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00318,cntm203,33045,23446,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00319,cntm205,22937,16275,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00320,cntm205,22937,16275,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00321,cntm207,15939,11309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00322,cntm207,15939,11309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00323,cntm208,7386,5241,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00324,cntm208,7386,5241,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00325,cntm211,34211,24274,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00326,cntm211,34211,24274,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00327,cntm212,16717,11861,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00328,cntm212,16717,11861,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00329,cntm213,20216,14344,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00330,cntm213,20216,14344,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00331,cntm214,15162,10758,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00332,cntm214,15162,10758,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00333,cntm216,8164,5793,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00334,cntm216,8164,5793,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00335,cntm217,17105,12137,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00336,cntm217,17105,12137,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00337,cntm219,7386,5241,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00338,cntm219,7386,5241,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00339,cntm222,20021,14206,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00340,cntm222,20021,14206,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00341,cntm194,35766,25377,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00342,cntm194,35766,25377,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00343,cntm215    ,12052,8551,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00344,cntm215    ,12052,8551,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00345,cntm210       ,10497,7448,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00346,cntm210       ,10497,7448,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00347,cnpd832    ,10497,7448,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00348,cnpd832    ,10497,7448,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00349,cnpd831,22548,15999,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00350,cnpd831,22548,15999,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00351,CNPD830,27019,19171,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00352,CNPD830,27019,19171,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00353,cnpd839,43541,30894,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00354,cnpd839,43541,30894,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00355,cnpd840,24298,17240,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00356,cnpd840,24298,17240,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00357,cndr1379,11274,7999,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00358,cndr1379,11274,7999,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00359,cndr1374,13801,9792,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00360,cndr1374,13801,9792,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00361,cndr1376,12635,8965,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00362,cndr1376,12635,8965,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00363,cndr1378,16717,11861,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00364,cndr1378,16717,11861,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00365,cndr1381,9330,6620,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00366,cndr1381,9330,6620,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00367,cndr1382,9719,6896,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00368,cndr1382,9719,6896,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00369,cndr1383,15939,11309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00370,cndr1383,15939,11309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00371,cnpd877,38876,27584,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00372,cnpd877,38876,27584,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00373,cndr1372,16134,11447,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00374,cndr1372,16134,11447,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00375,cndr1377,16911,11999,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00376,cndr1377,16911,11999,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00377,cndr1432,11857,8413,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00378,cndr1432,11857,8413,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00379,cntm243,29157,20688,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00380,cntm243,29157,20688,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00381,cntm248,24881,17654,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00382,cntm248,24881,17654,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00383,cndr1471,8942,6344,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00384,cndr1471,8942,6344,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00385,Cnpd938,15356,10896,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00386,Cnpd938,15356,10896,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00387,cnpd977,12829,9103,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00388,cnpd977,12829,9103,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00389,cnpd964,17494,12413,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00390,cnpd964,17494,12413,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00391,cndr1477,9136,6482,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00392,cndr1477,9136,6482,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00393,cnpd991,30712,21791,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR00394,cnpd991,30712,21791,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
